Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,unknown,Downy Woodpecker,Picoides pubescens,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Warbling Vireo,Vireo gilvus,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,unknown,White-breasted Nuthatch,Sitta carolinensis,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,unknown,American Crow,Corvus brachyrhynchos,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0832,Forest,2018,09-07-2018,07:34:00,07:44:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,22,73.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,unknown,White-eyed Vireo,Vireo griseus,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,American Crow,Corvus brachyrhynchos,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,unknown,Pileated Woodpecker,Dryocopus pileatus,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,unknown,American Crow,Corvus brachyrhynchos,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,unknown,Carolina Chickadee,Poecile carolinensis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,unknown,White-breasted Nuthatch,Sitta carolinensis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,Downy Woodpecker,Picoides pubescens,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,unknown,Red-bellied Woodpecker,Melanerpes carolinus,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Warbling Vireo,Vireo gilvus,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,unknown,Northern Cardinal,Cardinalis cardinalis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,unknown,American Goldfinch,Spinus tristis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0806,Forest,2018,09-07-2018,06:23:00,06:33:00,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,21,65.2,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Northern Cardinal,Cardinalis cardinalis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,unknown,Chipping Sparrow,Spizella passerina,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Gray Catbird,Dumetella carolinensis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,unknown,Carolina Chickadee,Poecile carolinensis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,unknown,Mourning Dove,Zenaida macroura,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Northern Mockingbird,Mimus polyglottos,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Parula,Setophaga americana,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,unknown,White-breasted Nuthatch,Sitta carolinensis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 10,CHOH-0812,Forest,2018,09-07-2018,07:11:00,07:21:00,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,unknown,White-breasted Nuthatch,Sitta carolinensis,19.7,66.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,unknown,Blue Jay,Cyanocitta cristata,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,American Crow,Corvus brachyrhynchos,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,unknown,Blue Jay,Cyanocitta cristata,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Yellow-billed Cuckoo,Coccyzus americanus,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Eastern Bluebird,Sialia sialis,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,unknown,Downy Woodpecker,Picoides pubescens,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0942,Forest,2018,12-07-2018,08:18:00,08:28:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,18.4,76.4,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,unknown,Red-bellied Woodpecker,Melanerpes carolinus,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,unknown,Pileated Woodpecker,Dryocopus pileatus,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,Blue-gray Gnatcatcher,Polioptila caerulea,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Acadian Flycatcher,Empidonax virescens,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
CHOH 11,CHOH-0941,Forest,2018,12-07-2018,07:54:00,08:04:00,2,7.5 - 10 min,Visualization,unknown,TRUE,unknown,Fish Crow,Corvus ossifragus,18.9,75.6,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,unknown,American Crow,Corvus brachyrhynchos,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,unknown,Northern Cardinal,Cardinalis cardinalis,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,unknown,Acadian Flycatcher,Empidonax virescens,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,Northern Cardinal,Cardinalis cardinalis,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Louisiana Waterthrush,Parkesia motacilla,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Great Crested Flycatcher,Myiarchus crinitus,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Warbling Vireo,Vireo gilvus,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,unknown,Downy Woodpecker,Picoides pubescens,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0961,Forest,2018,12-07-2018,07:11:00,07:21:00,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,unknown,Pileated Woodpecker,Dryocopus pileatus,17.8,67.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,unknown,Eastern Tufted Titmouse,Baeolophus bicolor,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Acadian Flycatcher,Empidonax virescens,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,unknown,American Robin,Turdus migratorius,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Northern Cardinal,Cardinalis cardinalis,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,unknown,Northern Cardinal,Cardinalis cardinalis,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,unknown,Red-bellied Woodpecker,Melanerpes carolinus,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 11,CHOH-0932,Forest,2018,12-07-2018,06:14:00,06:24:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,18.2,69.9,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,unknown,Yellow-billed Cuckoo,Coccyzus americanus,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Carolina Wren,Thryothorus ludovicianus,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,unknown,Red-winged Blackbird,Agelaius phoeniceus,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Calling,<= 50 Meters,FALSE,unknown,Blue-gray Gnatcatcher,Polioptila caerulea,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Mourning Dove,Zenaida macroura,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Parula,Setophaga americana,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
CHOH 5,CHOH-0281,Forest,2018,24-06-2018,08:31:00,08:41:00,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,21.6,83.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
CHOH 5,CHOH-0433,Forest,2018,24-06-2018,08:03:00,08:13:00,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,unknown,Scarlet Tanager,Piranga olivacea,20.6,88,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
CHOH 5,CHOH-0433,Forest,2018,24-06-2018,08:03:00,08:13:00,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,unknown,Yellow-billed Cuckoo,Coccyzus americanus,20.6,88,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
